Order Number,Area Code (Location),Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Id,Product Type,ProductId (Product),Product,Profit,Sales,State,Total Expenses,Type
CC6916,203,203,40,50,20,90,43,7/1/2010 0:00,388,57,Small Market,East,14,1,6,Espresso,6,Decaf Espresso,16,100,Connecticut,41,Decaf
CC6917,959,959,50,80,40,130,76,7/1/2010 0:00,613,93,Small Market,East,28,1,9,Herbal Tea,9,Lemon,32,169,Connecticut,61,Decaf
CC6918,603,603,20,40,10,60,36,7/1/2010 0:00,252,46,Small Market,East,13,1,9,Herbal Tea,9,Lemon,0,82,New Hampshire,46,Decaf
CC6919,959,959,40,60,40,100,60,7/1/2010 0:00,1070,72,Small Market,East,18,1,10,Herbal Tea,10,Mint,33,132,Connecticut,39,Decaf
CC6920,318,318,70,110,90,180,59,7/1/2010 0:00,870,85,Small Market,South,16,1,3,Coffee,3,Decaf Irish Cream,58,144,Louisiana,27,Decaf
CC6921,505,505,150,60,10,210,120,7/1/2010 0:00,1334,49,Small Market,South,37,1,3,Coffee,3,Decaf Irish Cream,-11,169,New Mexico,60,Decaf
CC6922,405,405,20,50,40,70,23,7/1/2010 0:00,868,34,Small Market,South,6,1,3,Coffee,3,Decaf Irish Cream,16,57,Oklahoma,18,Decaf
CC6923,225,225,30,40,20,70,36,7/1/2010 0:00,462,54,Small Market,South,11,1,6,Espresso,6,Decaf Espresso,21,90,Louisiana,33,Decaf
CC6924,505,505,30,50,20,80,44,7/1/2010 0:00,258,59,Small Market,South,14,1,6,Espresso,6,Decaf Espresso,18,103,New Mexico,41,Decaf
CC6925,580,580,90,150,100,240,114,7/1/2010 0:00,822,172,Small Market,South,37,1,6,Espresso,6,Decaf Espresso,103,286,Oklahoma,69,Decaf
CC6926,318,318,40,60,40,100,46,7/1/2010 0:00,587,60,Small Market,South,15,1,8,Herbal Tea,8,Chamomile,32,106,Louisiana,28,Decaf
CC6927,505,505,20,30,20,50,25,7/1/2010 0:00,854,36,Small Market,South,7,1,8,Herbal Tea,8,Chamomile,17,61,New Mexico,19,Decaf
CC6928,405,405,50,80,30,130,59,7/1/2010 0:00,403,74,Small Market,South,22,1,8,Herbal Tea,8,Chamomile,19,133,Oklahoma,55,Decaf
CC6929,318,318,70,90,40,160,76,7/1/2010 0:00,613,93,Small Market,South,28,1,9,Herbal Tea,9,Lemon,31,169,Louisiana,62,Decaf
CC6930,505,505,30,40,20,70,34,7/1/2010 0:00,1010,41,Small Market,South,10,1,9,Herbal Tea,9,Lemon,10,75,New Mexico,31,Decaf
CC6931,405,405,110,180,60,290,124,7/1/2010 0:00,717,173,Small Market,South,112,1,9,Herbal Tea,9,Lemon,32,297,Oklahoma,141,Decaf
CC6932,775,775,40,50,30,90,34,7/1/2010 0:00,1010,41,Small Market,West,10,1,3,Coffee,3,Decaf Irish Cream,9,75,Nevada,32,Decaf
CC6933,503,503,40,60,40,100,34,7/1/2010 0:00,432,51,Small Market,West,10,1,3,Coffee,3,Decaf Irish Cream,18,85,Oregon,33,Decaf
CC6934,435,435,90,120,70,210,76,7/1/2010 0:00,613,93,Small Market,West,28,1,3,Coffee,3,Decaf Irish Cream,31,169,Utah,62,Decaf
CC6935,360,360,150,220,100,370,124,7/1/2010 0:00,717,173,Small Market,West,112,1,3,Coffee,3,Decaf Irish Cream,31,297,Washington,142,Decaf
CC6936,702,702,10,30,20,40,20,7/1/2010 0:00,808,29,Small Market,West,5,1,6,Espresso,6,Decaf Espresso,12,49,Nevada,17,Decaf
CC6937,541,541,130,140,90,270,145,7/1/2010 0:00,1304,146,Small Market,West,40,1,6,Espresso,6,Decaf Espresso,81,291,Oregon,65,Decaf
CC6938,801,801,30,50,40,80,35,7/1/2010 0:00,894,52,Small Market,West,9,1,6,Espresso,6,Decaf Espresso,31,87,Utah,21,Decaf
CC6939,253,253,80,100,70,180,86,7/1/2010 0:00,1081,103,Small Market,West,26,1,6,Espresso,6,Decaf Espresso,56,189,Washington,47,Decaf
CC6940,775,775,130,210,70,340,162,7/1/2010 0:00,943,225,Small Market,West,147,1,8,Herbal Tea,8,Chamomile,45,387,Nevada,180,Decaf
CC6941,503,503,20,40,40,60,30,7/1/2010 0:00,829,44,Small Market,West,8,1,8,Herbal Tea,8,Chamomile,24,74,Oregon,20,Decaf
CC6942,435,435,50,80,60,130,61,7/1/2010 0:00,329,90,Small Market,West,19,1,8,Herbal Tea,8,Chamomile,48,151,Utah,42,Decaf
CC6943,425,425,70,120,80,190,90,7/1/2010 0:00,1148,135,Small Market,West,29,1,8,Herbal Tea,8,Chamomile,75,225,Washington,60,Decaf
CC6944,775,775,200,290,200,490,238,7/1/2010 0:00,1190,329,Small Market,West,78,1,9,Herbal Tea,9,Lemon,208,567,Nevada,121,Decaf
CC6945,503,503,30,50,30,80,41,7/1/2010 0:00,592,53,Small Market,West,13,1,9,Herbal Tea,9,Lemon,27,94,Oregon,26,Decaf
CC6946,435,435,50,90,60,140,64,7/1/2010 0:00,467,96,Small Market,West,21,1,9,Herbal Tea,9,Lemon,44,160,Utah,52,Decaf
CC6947,509,509,30,50,50,80,40,7/1/2010 0:00,843,59,Small Market,West,11,1,9,Herbal Tea,9,Lemon,37,99,Washington,22,Decaf
CC6948,775,775,130,200,150,330,154,7/1/2010 0:00,833,222,Small Market,West,49,1,10,Herbal Tea,10,Mint,150,376,Nevada,72,Decaf
CC6949,801,801,100,40,-10,140,120,7/1/2010 0:00,1334,49,Small Market,West,37,1,10,Herbal Tea,10,Mint,-12,169,Utah,61,Decaf
CC6950,319,319,20,40,30,60,25,7/1/2010 0:00,854,36,Small Market,Central,7,1,1,Coffee,1,Amaretto,17,61,Iowa,19,Regular
CC6951,920,920,60,70,20,130,59,7/1/2010 0:00,403,74,Small Market,Central,22,1,1,Coffee,1,Amaretto,18,133,Wisconsin,56,Regular
CC6952,712,712,30,40,20,70,34,7/1/2010 0:00,1010,41,Small Market,Central,10,1,2,Coffee,2,Columbian,9,75,Iowa,32,Regular
CC6953,636,636,80,90,40,170,76,7/1/2010 0:00,613,93,Small Market,Central,28,1,2,Coffee,2,Columbian,31,169,Missouri,62,Regular
CC6954,262,262,130,180,60,310,124,7/1/2010 0:00,717,173,Small Market,Central,112,1,2,Coffee,2,Columbian,32,297,Wisconsin,141,Regular
CC6955,641,641,20,30,20,50,20,7/1/2010 0:00,808,29,Small Market,Central,5,1,5,Espresso,5,Caffe Mocha,13,49,Iowa,16,Regular
CC6956,573,573,40,60,40,100,35,7/1/2010 0:00,894,52,Small Market,Central,9,1,5,Espresso,5,Caffe Mocha,32,87,Missouri,20,Regular
CC6957,608,608,90,130,90,220,86,7/1/2010 0:00,1081,103,Small Market,Central,26,1,5,Espresso,5,Caffe Mocha,56,189,Wisconsin,47,Regular
CC6958,515,515,220,240,150,460,266,7/1/2010 0:00,1819,266,Small Market,Central,74,1,11,Tea,11,Darjeeling,167,532,Iowa,99,Regular
CC6959,636,636,30,60,30,90,44,7/1/2010 0:00,258,59,Small Market,Central,14,1,11,Tea,11,Darjeeling,17,103,Missouri,42,Regular
CC6960,920,920,30,40,10,70,36,7/1/2010 0:00,462,54,Small Market,Central,11,1,11,Tea,11,Darjeeling,21,90,Wisconsin,33,Regular
CC6961,319,319,230,290,170,520,270,7/1/2010 0:00,1834,332,Small Market,Central,102,1,12,Tea,12,Earl Grey,197,602,Iowa,135,Regular
CC6962,816,816,30,40,0,70,40,7/1/2010 0:00,219,49,Small Market,Central,15,1,12,Tea,12,Earl Grey,1,89,Missouri,48,Regular
CC6963,608,608,40,50,0,90,47,7/1/2010 0:00,622,66,Small Market,Central,42,1,12,Tea,12,Earl Grey,-6,113,Wisconsin,72,Regular
CC6964,816,816,30,40,0,70,36,7/1/2010 0:00,252,46,Small Market,Central,13,1,13,Tea,13,Green Tea,0,82,Missouri,46,Regular
CC6965,603,603,50,90,70,140,61,7/1/2010 0:00,329,90,Small Market,East,19,1,1,Coffee,1,Amaretto,49,151,New Hampshire,41,Regular
CC6966,203,203,80,130,90,210,90,7/1/2010 0:00,1148,135,Small Market,East,29,1,2,Coffee,2,Columbian,75,225,Connecticut,60,Regular
CC6967,603,603,60,90,60,150,64,7/1/2010 0:00,467,96,Small Market,East,21,1,2,Coffee,2,Columbian,43,160,New Hampshire,53,Regular
CC6968,860,860,40,70,20,110,47,7/1/2010 0:00,622,66,Small Market,East,42,1,5,Espresso,5,Caffe Mocha,-5,113,Connecticut,71,Regular
CC6969,603,603,50,80,10,130,59,7/1/2010 0:00,338,82,Small Market,East,53,1,5,Espresso,5,Caffe Mocha,-1,141,New Hampshire,83,Regular
CC6970,603,603,30,50,10,80,40,7/1/2010 0:00,219,49,Small Market,East,15,1,7,Espresso,7,Regular Espresso,0,89,New Hampshire,49,Regular
CC6971,203,203,30,60,50,90,35,7/1/2010 0:00,894,52,Small Market,East,9,1,11,Tea,11,Darjeeling,32,87,Connecticut,20,Regular
CC6972,603,603,20,40,30,60,25,7/1/2010 0:00,854,36,Small Market,East,7,1,11,Tea,11,Darjeeling,17,61,New Hampshire,19,Regular
CC6973,860,860,20,30,20,50,20,7/1/2010 0:00,814,31,Small Market,East,5,1,13,Tea,13,Green Tea,15,51,Connecticut,16,Regular
CC6974,603,603,0,40,30,40,0,7/1/2010 0:00,559,43,Small Market,East,0,1,13,Tea,13,Green Tea,31,43,New Hampshire,12,Regular
CC6975,318,318,50,70,50,120,40,7/1/2010 0:00,843,59,Small Market,South,11,1,2,Coffee,2,Columbian,36,99,Louisiana,23,Regular
CC6976,505,505,80,120,70,200,64,7/1/2010 0:00,467,96,Small Market,South,21,1,2,Coffee,2,Columbian,44,160,New Mexico,52,Regular
CC6977,580,580,50,60,40,110,41,7/1/2010 0:00,592,53,Small Market,South,13,1,2,Coffee,2,Columbian,28,94,Oklahoma,25,Regular
CC6978,985,985,40,50,0,90,47,7/1/2010 0:00,-395,66,Small Market,South,42,1,4,Espresso,4,Caffe Latte,-6,113,Louisiana,72,Regular
CC6979,505,505,30,40,10,70,40,7/1/2010 0:00,-258,49,Small Market,South,15,1,4,Espresso,4,Caffe Latte,1,89,New Mexico,48,Regular
CC6980,580,580,120,160,110,280,141,7/1/2010 0:00,-942,195,Small Market,South,43,1,4,Espresso,4,Caffe Latte,128,336,Oklahoma,67,Regular
CC6981,225,225,30,50,30,80,39,7/1/2010 0:00,380,65,Small Market,South,12,1,5,Espresso,5,Caffe Mocha,30,104,Louisiana,35,Regular
CC6982,505,505,50,70,0,120,59,7/1/2010 0:00,338,82,Small Market,South,53,1,5,Espresso,5,Caffe Mocha,-1,141,New Mexico,83,Regular
CC6983,918,918,10,20,20,30,18,7/1/2010 0:00,486,26,Small Market,South,5,1,5,Espresso,5,Caffe Mocha,9,44,Oklahoma,17,Regular
CC6984,971,971,40,70,20,110,39,7/1/2010 0:00,517,56,Small Market,West,36,1,1,Coffee,1,Amaretto,-10,95,Oregon,66,Regular
CC6985,435,435,70,90,60,160,60,7/1/2010 0:00,1070,72,Small Market,West,18,1,1,Coffee,1,Amaretto,32,132,Utah,40,Regular
CC6986,775,775,40,60,20,100,36,7/1/2010 0:00,252,46,Small Market,West,13,1,2,Coffee,2,Columbian,-1,82,Nevada,47,Regular
CC6987,971,971,40,70,20,110,39,7/1/2010 0:00,478,55,Small Market,West,12,1,2,Coffee,2,Columbian,0,94,Oregon,55,Regular
CC6988,801,801,50,70,40,120,43,7/1/2010 0:00,388,57,Small Market,West,14,1,2,Coffee,2,Columbian,16,100,Utah,41,Regular
CC6989,425,425,100,160,120,260,86,7/1/2010 0:00,463,125,Small Market,West,27,1,2,Coffee,2,Columbian,75,211,Washington,50,Regular
CC6990,702,702,0,40,30,40,0,7/1/2010 0:00,559,43,Small Market,West,0,1,4,Espresso,4,Caffe Latte,32,43,Nevada,11,Regular
CC6991,971,971,40,70,30,110,51,7/1/2010 0:00,419,64,Small Market,West,19,1,4,Espresso,4,Caffe Latte,12,115,Oregon,52,Regular
CC6992,801,801,30,60,50,90,39,7/1/2010 0:00,845,57,Small Market,West,10,1,4,Espresso,4,Caffe Latte,36,96,Utah,21,Regular
CC6993,206,206,40,70,50,110,50,7/1/2010 0:00,587,65,Small Market,West,16,1,4,Espresso,4,Caffe Latte,36,115,Washington,29,Regular
CC6994,775,775,20,30,20,50,25,7/1/2010 0:00,854,36,Small Market,West,7,1,5,Espresso,5,Caffe Mocha,17,61,Nevada,19,Regular
CC6995,503,503,40,60,30,100,47,7/1/2010 0:00,420,63,Small Market,West,15,1,5,Espresso,5,Caffe Mocha,20,110,Oregon,43,Regular
CC6996,801,801,40,60,40,100,46,7/1/2010 0:00,587,60,Small Market,West,15,1,5,Espresso,5,Caffe Mocha,32,106,Utah,28,Regular
CC6997,206,206,50,70,20,120,59,7/1/2010 0:00,403,74,Small Market,West,22,1,5,Espresso,5,Caffe Mocha,18,133,Washington,56,Regular
CC6998,702,702,190,270,190,460,291,7/1/2010 0:00,1742,387,Small Market,West,96,1,11,Tea,11,Darjeeling,258,678,Nevada,129,Regular
CC6999,541,541,10,10,10,20,18,7/1/2010 0:00,486,26,Small Market,West,5,1,11,Tea,11,Darjeeling,9,44,Oregon,17,Regular
CC7000,435,435,30,60,10,90,59,7/1/2010 0:00,338,82,Small Market,West,53,1,11,Tea,11,Darjeeling,0,141,Utah,82,Regular
CC7001,509,509,20,50,30,70,39,7/1/2010 0:00,380,65,Small Market,West,12,1,11,Tea,11,Darjeeling,29,104,Washington,36,Regular
CC7002,775,775,170,190,130,360,266,7/1/2010 0:00,1819,266,Small Market,West,74,1,12,Tea,12,Earl Grey,168,532,Nevada,98,Regular
CC7003,503,503,70,120,80,190,114,7/1/2010 0:00,822,172,Small Market,West,37,1,12,Tea,12,Earl Grey,104,286,Oregon,68,Regular
CC7004,435,435,20,50,30,70,44,7/1/2010 0:00,258,59,Small Market,West,14,1,12,Tea,12,Earl Grey,17,103,Utah,42,Regular
CC7005,509,509,20,40,30,60,36,7/1/2010 0:00,462,54,Small Market,West,11,1,12,Tea,12,Earl Grey,20,90,Washington,34,Regular
CC7006,702,702,170,-170,-250,0,270,7/1/2010 0:00,5230,-270,Small Market,West,102,1,13,Tea,13,Green Tea,-378,27,Nevada,135,Regular
CC7007,503,503,90,130,90,220,141,7/1/2010 0:00,692,195,Small Market,West,43,1,13,Tea,13,Green Tea,129,336,Oregon,66,Regular
CC7008,435,435,20,40,20,60,40,7/1/2010 0:00,219,49,Small Market,West,15,1,13,Tea,13,Green Tea,1,89,Utah,48,Regular
CC7009,253,253,30,40,0,70,47,7/1/2010 0:00,622,66,Small Market,West,42,1,13,Tea,13,Green Tea,-5,113,Washington,71,Regular
CC7010,719,719,130,200,160,330,132,8/1/2010 0:00,994,191,Major Market,Central,36,1,3,Coffee,3,Decaf Irish Cream,144,323,Colorado,47,Decaf
CC7011,630,630,160,230,170,390,154,8/1/2010 0:00,817,222,Major Market,Central,49,1,3,Coffee,3,Decaf Irish Cream,150,376,Illinois,72,Decaf
CC7012,614,614,30,60,10,90,37,8/1/2010 0:00,513,52,Major Market,Central,33,1,3,Coffee,3,Decaf Irish Cream,-11,89,Ohio,63,Decaf
CC7013,719,719,60,90,50,150,52,8/1/2010 0:00,662,79,Major Market,Central,17,1,6,Espresso,6,Decaf Espresso,30,131,Colorado,49,Decaf
CC7014,847,847,300,320,220,620,266,8/1/2010 0:00,1797,266,Major Market,Central,74,1,6,Espresso,6,Decaf Espresso,167,532,Illinois,99,Decaf
CC7015,937,937,50,70,20,120,49,8/1/2010 0:00,414,60,Major Market,Central,18,1,6,Espresso,6,Decaf Espresso,8,109,Ohio,52,Decaf
CC7016,303,303,120,130,80,250,145,8/1/2010 0:00,1292,146,Major Market,Central,40,1,8,Herbal Tea,8,Chamomile,82,291,Colorado,64,Decaf
CC7017,630,630,100,160,140,260,123,8/1/2010 0:00,941,178,Major Market,Central,34,1,8,Herbal Tea,8,Chamomile,132,301,Illinois,46,Decaf
CC7018,567,567,10,20,20,30,16,8/1/2010 0:00,484,25,Major Market,Central,4,1,8,Herbal Tea,8,Chamomile,9,41,Ohio,16,Decaf
CC7019,970,970,30,40,0,70,37,8/1/2010 0:00,513,52,Major Market,Central,33,1,9,Herbal Tea,9,Lemon,-10,89,Colorado,62,Decaf
CC7020,847,847,40,60,40,100,52,8/1/2010 0:00,554,68,Major Market,Central,17,1,9,Herbal Tea,9,Lemon,39,120,Illinois,29,Decaf
CC7021,330,330,10,30,30,40,22,8/1/2010 0:00,865,33,Major Market,Central,6,1,9,Herbal Tea,9,Lemon,16,55,Ohio,17,Decaf
CC7022,303,303,30,60,30,90,46,8/1/2010 0:00,415,62,Major Market,Central,15,1,10,Herbal Tea,10,Mint,20,108,Colorado,42,Decaf
CC7023,309,309,110,170,140,280,132,8/1/2010 0:00,994,191,Major Market,Central,36,1,10,Herbal Tea,10,Mint,143,323,Illinois,48,Decaf
CC7024,321,321,110,150,100,260,116,8/1/2010 0:00,678,161,Major Market,East,35,1,3,Coffee,3,Decaf Irish Cream,102,277,Florida,59,Decaf
CC7025,850,850,90,130,80,220,99,8/1/2010 0:00,565,132,Major Market,East,32,1,6,Espresso,6,Decaf Espresso,73,231,Florida,59,Decaf
CC7026,813,813,20,30,20,50,30,8/1/2010 0:00,581,39,Major Market,East,9,1,8,Herbal Tea,8,Chamomile,18,69,Florida,21,Decaf
CC7027,305,305,40,60,30,100,63,8/1/2010 0:00,397,77,Major Market,East,23,1,9,Herbal Tea,9,Lemon,20,140,Florida,57,Decaf
CC7028,339,339,30,50,20,80,49,8/1/2010 0:00,414,60,Major Market,East,18,1,9,Herbal Tea,9,Lemon,9,109,Massachusetts,51,Decaf
CC7029,646,646,210,290,180,500,284,8/1/2010 0:00,1565,369,Major Market,East,107,1,9,Herbal Tea,9,Lemon,229,653,New York,140,Decaf
CC7030,305,305,70,100,70,170,103,8/1/2010 0:00,1073,123,Major Market,East,31,1,10,Herbal Tea,10,Mint,70,226,Florida,53,Decaf
CC7031,718,718,230,-140,-230,90,311,8/1/2010 0:00,3422,-187,Major Market,East,96,1,10,Herbal Tea,10,Mint,-304,124,New York,117,Decaf
CC7032,682,682,60,90,70,150,52,8/1/2010 0:00,554,68,Major Market,South,17,1,3,Coffee,3,Decaf Irish Cream,39,120,Texas,29,Decaf
CC7033,512,512,80,130,110,210,100,8/1/2010 0:00,598,145,Major Market,South,28,1,6,Espresso,6,Decaf Espresso,105,245,Texas,40,Decaf
CC7034,430,430,40,60,30,100,46,8/1/2010 0:00,415,62,Major Market,South,15,1,8,Herbal Tea,8,Chamomile,19,108,Texas,43,Decaf
CC7035,281,281,30,50,30,80,34,8/1/2010 0:00,428,51,Major Market,South,10,1,9,Herbal Tea,9,Lemon,19,85,Texas,32,Decaf
CC7036,626,626,240,-40,-140,200,196,8/1/2010 0:00,3139,-30,Major Market,West,64,1,3,Coffee,3,Decaf Irish Cream,-137,166,California,107,Decaf
CC7037,707,707,280,370,250,650,295,8/1/2010 0:00,1714,392,Major Market,West,97,1,6,Espresso,6,Decaf Espresso,262,687,California,130,Decaf
CC7038,831,831,110,170,140,280,132,8/1/2010 0:00,994,191,Major Market,West,36,1,8,Herbal Tea,8,Chamomile,143,323,California,48,Decaf
CC7039,916,916,260,330,240,590,311,8/1/2010 0:00,1296,367,Major Market,West,96,1,9,Herbal Tea,9,Lemon,249,678,California,118,Decaf
CC7040,310,310,40,60,40,100,52,8/1/2010 0:00,554,68,Major Market,West,17,1,10,Herbal Tea,10,Mint,38,120,California,30,Decaf
CC7041,720,720,130,180,140,310,123,8/1/2010 0:00,941,178,Major Market,Central,34,1,1,Coffee,1,Amaretto,133,301,Colorado,45,Regular
CC7042,234,234,40,70,40,110,46,8/1/2010 0:00,415,62,Major Market,Central,15,1,1,Coffee,1,Amaretto,19,108,Ohio,43,Regular
CC7043,719,719,50,70,50,120,52,8/1/2010 0:00,554,68,Major Market,Central,17,1,2,Coffee,2,Columbian,39,120,Colorado,29,Regular
CC7044,847,847,200,290,190,490,196,8/1/2010 0:00,1167,271,Major Market,Central,64,1,2,Coffee,2,Columbian,163,467,Illinois,108,Regular
CC7045,234,234,30,50,30,80,34,8/1/2010 0:00,428,51,Major Market,Central,10,1,2,Coffee,2,Columbian,19,85,Ohio,32,Regular
CC7046,720,720,110,170,130,280,100,8/1/2010 0:00,598,145,Major Market,Central,28,1,5,Espresso,5,Caffe Mocha,105,245,Colorado,40,Regular
CC7047,630,630,340,470,340,810,295,8/1/2010 0:00,1714,392,Major Market,Central,97,1,5,Espresso,5,Caffe Mocha,262,687,Illinois,130,Regular
CC7048,513,513,160,180,120,340,145,8/1/2010 0:00,1292,146,Major Market,Central,40,1,5,Espresso,5,Caffe Mocha,81,291,Ohio,65,Regular
CC7049,720,720,40,50,10,90,49,8/1/2010 0:00,414,60,Major Market,Central,18,1,11,Tea,11,Darjeeling,9,109,Colorado,51,Regular
CC7050,217,217,80,130,100,210,100,8/1/2010 0:00,598,145,Major Market,Central,28,1,11,Tea,11,Darjeeling,105,245,Illinois,40,Regular
CC7051,234,234,90,160,100,250,114,8/1/2010 0:00,810,172,Major Market,Central,37,1,11,Tea,11,Darjeeling,103,286,Ohio,69,Regular
CC7052,970,970,30,50,20,80,41,8/1/2010 0:00,1046,50,Major Market,Central,12,1,12,Tea,12,Earl Grey,16,91,Colorado,34,Regular
CC7053,618,618,40,70,30,110,52,8/1/2010 0:00,662,79,Major Market,Central,17,1,12,Tea,12,Earl Grey,30,131,Illinois,49,Regular
CC7054,330,330,90,150,100,240,116,8/1/2010 0:00,678,161,Major Market,Central,35,1,12,Tea,12,Earl Grey,103,277,Ohio,58,Regular
CC7055,719,719,50,80,50,130,68,8/1/2010 0:00,587,87,Major Market,Central,22,1,13,Tea,13,Green Tea,53,155,Colorado,34,Regular
CC7056,850,850,100,170,120,270,114,8/1/2010 0:00,810,172,Major Market,East,37,1,2,Coffee,2,Columbian,104,286,Florida,68,Regular
CC7057,508,508,40,590,560,630,52,8/1/2010 0:00,-2033,612,Major Market,East,17,1,2,Coffee,2,Columbian,563,664,Massachusetts,49,Regular
CC7058,845,845,340,520,370,860,364,8/1/2010 0:00,2617,546,Major Market,East,127,1,2,Coffee,2,Columbian,368,910,New York,178,Regular
CC7059,941,941,120,190,60,310,133,8/1/2010 0:00,705,184,Major Market,East,120,1,5,Espresso,5,Caffe Mocha,35,317,Florida,149,Regular
CC7060,339,339,30,70,20,100,37,8/1/2010 0:00,540,68,Major Market,East,33,1,5,Espresso,5,Caffe Mocha,6,105,Massachusetts,62,Regular
CC7061,518,518,160,-90,-260,70,173,8/1/2010 0:00,2615,-95,Major Market,East,156,1,5,Espresso,5,Caffe Mocha,-284,78,New York,189,Regular
CC7062,413,413,130,150,100,280,145,8/1/2010 0:00,1292,146,Major Market,East,40,1,7,Espresso,7,Regular Espresso,82,291,Massachusetts,64,Regular
CC7063,646,646,250,280,190,530,266,8/1/2010 0:00,1319,277,Major Market,East,74,1,7,Espresso,7,Regular Espresso,179,543,New York,98,Regular
CC7064,941,941,40,80,60,120,46,8/1/2010 0:00,880,68,Major Market,East,12,1,11,Tea,11,Darjeeling,44,114,Florida,24,Regular
CC7065,508,508,20,30,20,50,22,8/1/2010 0:00,865,33,Major Market,East,6,1,11,Tea,11,Darjeeling,16,55,Massachusetts,17,Regular
CC7066,631,631,130,210,170,340,132,8/1/2010 0:00,994,191,Major Market,East,36,1,11,Tea,11,Darjeeling,144,323,New York,47,Regular
CC7067,914,914,130,190,150,320,123,8/1/2010 0:00,941,178,Major Market,East,34,1,12,Tea,12,Earl Grey,133,301,New York,45,Regular
CC7068,904,904,60,100,80,160,63,8/1/2010 0:00,864,91,Major Market,East,17,1,13,Tea,13,Green Tea,63,154,Florida,28,Regular
CC7069,508,508,10,30,20,40,16,8/1/2010 0:00,484,25,Major Market,East,4,1,13,Tea,13,Green Tea,9,41,Massachusetts,16,Regular
CC7070,646,646,100,160,130,260,100,8/1/2010 0:00,598,145,Major Market,East,28,1,13,Tea,13,Green Tea,105,245,New York,40,Regular
CC7071,979,979,390,450,340,840,311,8/1/2010 0:00,1296,367,Major Market,South,96,1,2,Coffee,2,Columbian,250,678,Texas,117,Regular
CC7072,430,430,40,70,40,110,52,8/1/2010 0:00,-587,79,Major Market,South,17,1,4,Espresso,4,Caffe Latte,30,131,Texas,49,Regular
CC7073,682,682,100,150,120,250,123,8/1/2010 0:00,941,178,Major Market,South,34,1,5,Espresso,5,Caffe Mocha,133,301,Texas,45,Regular
CC7074,562,562,190,-90,-150,100,154,8/1/2010 0:00,2105,-67,Major Market,West,49,1,1,Coffee,1,Amaretto,-139,87,California,72,Regular
CC7075,650,650,450,680,520,1130,364,8/1/2010 0:00,2617,546,Major Market,West,127,1,2,Coffee,2,Columbian,368,910,California,178,Regular
CC7076,916,916,250,260,170,510,266,8/1/2010 0:00,1797,266,Major Market,West,74,1,4,Espresso,4,Caffe Latte,167,532,California,99,Regular
CC7077,530,530,160,230,60,390,173,8/1/2010 0:00,927,239,Major Market,West,156,1,5,Espresso,5,Caffe Mocha,50,412,California,189,Regular
CC7078,760,760,80,120,100,200,123,8/1/2010 0:00,941,178,Major Market,West,34,1,11,Tea,11,Darjeeling,133,301,California,45,Regular
CC7079,310,310,60,100,90,160,100,8/1/2010 0:00,598,145,Major Market,West,28,1,12,Tea,12,Earl Grey,105,245,California,40,Regular
CC7080,818,818,30,50,20,80,52,8/1/2010 0:00,662,79,Major Market,West,17,1,13,Tea,13,Green Tea,30,131,California,49,Regular
CC7081,641,641,10,20,10,30,14,8/1/2010 0:00,602,18,Small Market,Central,4,1,3,Coffee,3,Decaf Irish Cream,1,32,Iowa,17,Decaf
CC7082,816,816,50,60,30,110,50,8/1/2010 0:00,1064,60,Small Market,Central,15,1,3,Coffee,3,Decaf Irish Cream,24,110,Missouri,36,Decaf
CC7083,414,414,100,140,90,240,99,8/1/2010 0:00,565,132,Small Market,Central,32,1,3,Coffee,3,Decaf Irish Cream,73,231,Wisconsin,59,Decaf
CC7084,515,515,0,50,40,50,0,8/1/2010 0:00,516,43,Small Market,Central,0,1,6,Espresso,6,Decaf Espresso,31,43,Iowa,12,Decaf
CC7085,417,417,30,60,50,90,32,8/1/2010 0:00,841,48,Small Market,Central,8,1,6,Espresso,6,Decaf Espresso,28,80,Missouri,20,Decaf
CC7086,262,262,30,50,30,80,30,8/1/2010 0:00,581,39,Small Market,Central,9,1,6,Espresso,6,Decaf Espresso,18,69,Wisconsin,21,Decaf
CC7087,712,712,250,350,250,600,295,8/1/2010 0:00,1714,392,Small Market,Central,97,1,8,Herbal Tea,8,Chamomile,262,687,Iowa,130,Decaf
CC7088,314,314,50,80,20,130,63,8/1/2010 0:00,332,88,Small Market,Central,57,1,8,Herbal Tea,8,Chamomile,2,151,Missouri,86,Decaf
CC7089,715,715,40,70,50,110,47,8/1/2010 0:00,366,79,Small Market,Central,14,1,8,Herbal Tea,8,Chamomile,41,126,Wisconsin,38,Decaf
CC7090,712,712,130,200,150,330,154,8/1/2010 0:00,817,222,Small Market,Central,49,1,9,Herbal Tea,9,Lemon,151,376,Iowa,71,Decaf
CC7091,573,573,100,20,-20,120,120,8/1/2010 0:00,1439,19,Small Market,Central,37,1,9,Herbal Tea,9,Lemon,-41,139,Missouri,60,Decaf
CC7092,262,262,50,80,70,130,63,8/1/2010 0:00,864,91,Small Market,Central,17,1,9,Herbal Tea,9,Lemon,63,154,Wisconsin,28,Decaf
CC7093,203,203,40,50,20,90,42,8/1/2010 0:00,384,56,Small Market,East,13,1,6,Espresso,6,Decaf Espresso,16,98,Connecticut,40,Decaf
